Gene	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
REN	63.7557	51.2803	391.964	30.7495	76.8134	42.4701	37.2987	35.7949	74.051	25.6337	26.149	26.4263	31.4489	30.597	29.9437	26.0311	25.3695	25.1845	87.8579	51.6107	33.5244	43.2934
RENBP	53.6055	41.6905	23.1549	45.591	37.113	34.3453	40.6149	18.3336	33.375	37.6646	20.4386	34.3453	215.088	433.093	777.77	1584.31	205.937	113.66	101.644	192.926	306.39	77.0876
REPS2	40.3629	27.9527	23.9209	13.8876	12.0895	18.9522	8.28887	18.5713	22.28	19.439	16.0062	21.7177	153.288	14.4958	9.78903	171.231	46.4036	43.1156	108.25	19.052	735.572	1345.64
RGS1	180.199	246.272	742.002	646.722	215.673	1496.61	1321.5	1981.05	1384.65	110.307	147.042	255.51	64.4417	147.149	184.994	63.8235	62.1036	3515.83	507.24	474.485	6082.81	111.35
RGS13	71.2657	70.4912	269.913	26.921	11.2033	22.2227	7.84308	7.97278	27.7212	60.0099	36.2712	29.9437	18.736	9.04132	5.13666	3.82861	4.08349	34.6737	2908.94	3858	1591.02	19.8344
RNASE2	186.472	164.907	350.768	216.873	156.133	98.7636	102.519	83.7597	107.053	600.512	663.055	230.075	3614.28	144.229	407.223	677.714	143.263	145.721	1975.14	2222.69	6527.5	672.191
RNASE6	1799.68	1157.23	2281.11	17.0513	28.1314	64.4438	8.86355	22.1728	11.3732	777.255	84.5879	14.3677	4038.45	2527.65	306.169	5075.1	8418.34	853.615	681.365	506.467	144.009	2002.13
RPL10L	36.0387	70.343	311.315	321.35	328.074	588.702	346.941	160.245	144.445	184.475	91.2767	98.9284	95.7049	57.3155	53.3494	70.3334	26.9817	75.5232	182.734	140.712	24.8215	13.6945
RPL3P7	76.8505	379.486	1151.46	1290.95	4477.73	3370.86	1067.78	2289.14	1429.67	649.198	256.676	55.1036	109.461	25.6758	39.6473	31.9351	20.7984	74.4774	459.178	252.447	266.182	142.538
RRP12	12.8152	12.5725	546.135	10.8322	10.2629	14.3173	378.729	17.2718	28.9685	9.38933	20.597	75.4449	288.345	98.8497	11.7281	14.5147	35.4971	11.8487	26.9147	173.353	930.231	274.094
RRP9	9.54453	16.3321	17.5485	92.3615	116.424	49.5309	524.282	82.563	21.6171	72.6399	53.2923	186.602	36.1323	164.951	183.181	91.1632	29.2975	16.4331	110.62	173.367	45.9058	9.94509
RSAD2	215.228	211.215	215.517	164.102	230.681	222.858	149.426	101.608	852.591	390.708	300.348	666.804	334.986	78.8724	6976.48	140.167	115.741	7545.53	399.435	312.62	1070.38	713.359
RYR1	108.558	115.914	61.532	134.679	13.3104	134.919	161.981	214.172	1289.51	142.581	38.1114	76.7344	128.592	205.797	72.9949	102.3	117.169	105.54	15.7971	55.4883	75.752	199.924
S100A12	190.663	205.61	206.614	103.089	122.046	78.9688	77.6091	114.327	93.8562	2375.56	1088.21	220.626	11149.7	143.016	258.3	123.701	132.832	138.87	1054.17	976.508	374.452	8781.77
S1PR5	7.99712	7.02749	7.65618	41.049	8.4517	6.54773	6.84333	8.88663	5.61564	13.0671	587.658	175.698	6.78845	9.80063	6.63364	6.43369	6.92011	7.66804	8.97421	9.12493	8.09185	9.35291
SAMSN1	197.088	441.901	574.922	794.816	609.276	1660.13	2859.41	577.401	1973.85	1571.7	1266.57	2876.6	1412.29	645.689	5090.53	3133.9	2070.55	7507.18	6327.08	4360.9	11409.5	1654.1
SCN9A	7.11929	7.90594	8.43938	5.5994	20.4394	6.40933	6.27698	22.1418	39.7499	56.5346	11.2458	10.5941	6.12899	6.72086	111.605	88.1004	304.809	6.08488	61.2251	108.671	17.7601	15.2382
SEC31B	64.8014	51.0818	101.239	423.472	539.266	63.7902	23.5721	163.901	1073.5	58.5038	248.32	30.9743	136.548	33.1826	58.5085	492.069	38.3377	29.7514	207.473	231.166	179.502	40.5672
SELL	11102	8002.61	376.905	7418.86	9805.46	7104.51	2531.5	4188.18	5165.45	10585.6	5741.49	1590.66	7242.74	103.92	234.172	287.219	121.954	137.33	353.99	288.717	3001.39	13724.9
SEPT5	10.8993	18.0659	52.7372	13.1122	56.7692	37.9866	43.4735	15.3908	256.754	93.467	19.4941	22.412	16.5041	14.4017	27.4613	14.7934	14.3202	25.8689	23.9839	23.2521	35.9402	25.7361
SEPT8	27.7175	22.8798	37.6536	31.0278	35.0009	35.9388	272.617	126.645	33.1677	30.1964	26.9758	67.2842	15.6211	27.1893	183.066	72.0103	34.6678	19.8322	417.782	267.468	24.5112	21.7778
SERGEF	15.6914	11.986	11.0903	63.6079	264.236	28.5879	16.2288	189.143	15.8212	17.2702	64.1819	41.5765	20.4217	24.0606	113.605	103.011	16.8398	19.0611	88.9832	39.4062	19.4984	16.7439
SH2D1A	30.8664	23.7458	17.0206	1249.21	910.037	1354.89	1484.48	2984.36	2057.44	1522.34	1296	844.708	18.418	17.338	17.5347	11.3907	16.5125	27.6285	22.1716	43.9516	29.3115	41.8751
SIGLEC1	258.3	149.399	98.5201	81.5005	55.5443	91.0726	46.5724	55.1357	132.288	181.122	98.8058	88.8159	279.322	116.43	6220.79	3457.59	447.608	2742.91	185.663	145.666	126.374	245.932
SIK1	5471.7	5620.45	7279.25	1219.2	494.427	410.007	162.041	4922.27	942.261	393.187	457.652	248.295	544.809	146.153	292.992	111.244	104.812	228.177	59.7068	326.996	2371.94	401.547
SIRPG	74.4145	127.736	55.7452	1310.14	1078.54	1148.81	293.21	3092.33	2278.4	713.821	98.3464	57.8834	54.8626	31.737	80.8494	39.5088	30.07	83.9412	13.5953	25.5024	81.7698	125.145
SIT1	759.159	1505.45	424.479	1457.87	1418.52	1612.6	927.391	1676.24	4164.94	1324.14	115.127	107.757	99.638	121.974	60.4029	107.757	411.731	77.5517	76.7881	51.4097	76.9888	286.526
SKA1	4.91436	2.77047	3.23618	2.22063	15.8936	1.65886	353.189	53.8275	32.197	20.9602	17.1915	41.3564	3.19849	4.37549	6.57229	15.6035	2.81889	4.75106	30.7677	18.0812	5.43524	2.0938
SKAP1	1378.74	556.927	875.146	2273.26	2670.87	2395.68	814.249	2389.17	5831.85	2886.35	2037.38	1513.44	155.106	188.029	115.435	100.357	168.339	153.529	498.346	480.989	445.017	388.847
SLAMF1	762.035	515.487	1019.77	496.422	449.836	1081.53	2005.43	1074.94	1504.85	720.652	114.124	115.62	111.909	131.709	6057.92	845.507	126.441	801.522	58.056	157.558	243.983	260.858
SLAMF8	156.65	135.592	79.4302	107.641	72.6907	101.406	85.9785	48.4924	37.4348	218.213	170.426	95.174	166.406	2483	663.473	1407.52	2859.32	358.466	237.642	389.302	111.152	120.652
SLC12A1	89.4899	48.9366	9.10729	10.7794	13.5972	11.2033	1.8637	1.8637	20.2315	37.9201	3.63992	3.86656	3.33513	3.69927	5.19509	1.71207	2.70881	1.78681	5.25015	18.1912	24.7591	8.29309
SLC12A8	7.22582	8.43487	52.0634	14.92	11.1921	3.74022	9.30666	34.8238	48.4225	7.50347	10.1479	18.0658	11.9881	466.059	24.5565	25.3394	37.9571	52.2419	447.923	581.406	107.009	13.1631
SLC15A3	9.05087	202.449	10.2629	18.571	27.126	19.3645	13.0927	18.7964	9.87289	74.5094	11.7452	8.4989	1682.54	4564.07	3860.54	5890.34	3688.67	4650.12	321.295	438.816	20.3902	1431.04
SLC2A6	112.564	313.23	42.9022	43.0756	8.05592	15.5899	24.8858	11.0789	17.5414	213.152	70.7367	125.466	623.894	328.746	6057.92	579.734	500.226	1981.2	552.658	528.636	14.4136	12.1747
SLC7A10	66.7807	84.617	110.632	33.201	19.6695	53.1212	44.819	626.652	23.5688	14.7767	31.8503	24.3686	34.3089	52.921	34.7291	26.3219	37.7982	53.0534	47.677	11.7742	34.6614	50.9745
SLCO5A1	118.73	108.129	82.2939	30.0687	55.9127	70.9679	41.7937	15.5781	112.933	35.5305	73.0934	49.5927	40.6934	42.4867	954.038	39.7571	42.9359	1056.08	14.9805	26.3143	29.1103	131.434
SMPD3	70.721	140.541	328.737	70.1268	148.972	47.6216	17.2585	516.154	27.3493	99.2227	89.684	154.573	35.6363	44.175	66.6362	116.467	23.594	53.3365	15.1724	30.9053	1685.73	246.551
SMPDL3B	2.72437	3.0344	6.77178	3.73038	5.87719	3.84718	4.62442	4.91436	6.38705	9.07379	4.58851	4.18249	4.66174	4.12578	4.75106	4.03108	3.67896	4.24831	4.79592	5.2825	155.785	6.39158
SOCS1	27.1479	25.0917	16.8555	160.803	64.4438	117.817	1034.18	255.148	604.66	80.8809	49.7027	1230.2	20.7159	82.3657	2300.26	705.135	103.72	398.844	50.3436	59.6082	52.2713	31.6938
SP140	881.126	2397.76	1001.79	422.125	367.675	549.336	376.905	529.723	659.022	475.959	411.772	385.248	107.995	76.3505	170.899	30.8241	75.7959	212.574	54.8895	26.6094	654.275	218.17
SPAG4	16.3961	24.9571	3657.84	60.3482	79.5892	64.6603	120.176	87.3166	50.0881	83.8786	8.39987	50.788	16.9456	34.0401	21.8278	11.6108	11.7459	50.7	41.6397	106.803	52.479	22.8419
SPIB	3945.3	5363.44	128.967	67.0248	111.244	74.7103	74.1053	88.4972	12.7382	98.6916	106.926	78.2542	116.392	57.8151	1435.06	31.2109	57.5329	40.3159	75.1771	73.1264	83.3815	272.82
SPOCK2	1531.02	1120.73	433.013	3283.92	2040.44	3212.76	1022.45	3128.51	4263.98	1757.14	995.652	650.463	263.011	175.984	132.219	118.307	202.716	217.046	211.728	172.417	437.589	594.01
SSX1	1.65886	3.90027	3.28612	7.38499	40.8098	2.49314	9.81223	25.4453	117.075	58.083	2.16137	1.47909	5.1671	9.73938	7.46634	23.7651	14.9909	26.6187	26.0341	18.9064	43.1234	14.7796
ST3GAL6	66.6016	34.3894	66.1414	7.1584	12.9667	6.48248	6.98274	20.8819	20.2346	45.9792	27.1083	18.3888	357.977	524.564	41.0751	192.218	398.946	1251.45	742.833	710.127	1574.93	466.521
ST6GALNAC4	264.327	441.005	2093.52	408.11	297.029	398.872	276.246	263.279	799.852	351.595	240.264	227.042	195.846	688.735	133.983	243.299	349.132	182.627	113.491	129.748	134.832	181.689
ST8SIA1	50.5617	44.9647	9.74185	75.9392	9.12936	278.432	97.3394	2924.59	32.7697	78.1915	6.71835	14.1067	8.21878	5.38292	13.6096	3.80787	6.25761	14.9602	313.284	62.5897	5.01864	15.8826
STAP1	3534.5	1961.96	983.237	112.06	432.519	110.857	108.061	92.3923	615.508	68.9591	299.871	435.481	21.158	25.9444	372.921	43.5348	47.6347	120.756	3297.99	2140.77	831.871	48.561
